# (c) Der Bundeswahlleiter, Statistisches Bundesamt (Destatis), 2018;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Wahl zum 19. Deutschen Bundestag (24. September 2017);;;;;;;;;;;;;;;
# Ergebnisse der repräsentativen Wahlstatistik;;;;;;;;;;;;;;;
# Stimmabgabe nach Geschlecht und Geburtsjahresgruppen in den Ländern;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
# Erläuterungen zur Methodik siehe Dokument 'Allgemeine und methodische Hinweise zur repräsentativen Wahlstatistik der Bundestagswahl 2017'.;;;;;;;;;;;;;;;
# Durch Auf- bzw. Abrundungen können sich in der Endsumme geringfügige Abweichungen ergeben.;;;;;;;;;;;;;;;
# Aus methodischen Gründen weichen in einigen Ländern die Summen der Parteien vom amtlichen Endergebnis geringfügig ab.;;;;;;;;;;;;;;;
# Für das Bundesgebiet wurde eine separate Hochrechnung durchgeführt. Die Summen der einzelnen Merkmalsgruppen aus den Länderergebnissen weichen daher geringfügig vom entsprechenden Bundesergebnis ab.;;;;;;;;;;;;;;;
# ;;;;;;;;;;;;;;;
Land;Erst-/Zweitstimme;Geschlecht;Geburtsjahresgruppe;Summe;Ungültig;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;Sonstige;dar. NPD;dar. FREIE WÄHLER
BE-O;1;Summe;1947 und früher;143798;2579;32645;27099;59260;3151;;4029;13509;1526;74;469
BE-O;1;m;Summe;375604;4172;65291;54265;117391;32365;;15263;65577;21279;797;2629
BE-O;1;m;1993 - 1999;18554;361;2747;2990;5356;2120;;1194;1724;2061;113;35
BE-O;1;m;1983 - 1992;66255;703;10369;9612;18075;9047;;2920;8839;6690;270;542
BE-O;1;m;1973 - 1982;69826;589;11332;9574;18419;8929;;3506;11547;5930;214;713
BE-O;1;m;1958 - 1972;109713;870;18667;14427;30631;9795;;4445;26142;4735;114;633
BE-O;1;m;1948 - 1957;50135;817;9679;6191;19507;1447;;1522;9692;1280;45;557
BE-O;1;m;1947 und früher;61121;832;12497;11472;25403;1026;;1676;7633;583;42;149
BE-O;1;w;Summe;417026;5702;84496;62506;136406;47700;;15619;43210;21388;459;3346
BE-O;1;w;1993 - 1999;20972;328;2918;3243;6243;4186;;1280;1111;1662;0;112
BE-O;1;w;1983 - 1992;76024;743;13452;11229;19393;14252;;2991;6466;7497;168;944
BE-O;1;w;1973 - 1982;68231;551;12318;10238;18165;12881;;2611;7365;4102;57;352
BE-O;1;w;1958 - 1972;111269;1397;23341;14517;34800;11842;;4424;15349;5600;178;1220
BE-O;1;w;1948 - 1957;57854;936;12319;7652;23947;2413;;1959;7043;1585;24;398
BE-O;1;w;1947 und früher;82677;1747;20148;15628;33858;2125;;2353;5876;943;32;320
BE-O;2;Summe;Summe;792630;8997;151288;118241;204400;81810;;49917;116022;61955;;3987
BE-O;2;Summe;1993 - 1999;39525;719;5660;6009;8815;5352;;2730;3379;6863;;129
BE-O;2;Summe;1983 - 1992;142279;1335;24139;20220;30748;21531;;9908;15737;18662;;980
BE-O;2;Summe;1973 - 1982;138057;1060;25361;19388;27885;21487;;10180;19581;13114;;534
BE-O;2;Summe;1958 - 1972;220982;1901;42745;28296;50992;24031;;14521;43558;14939;;1147
BE-O;2;Summe;1948 - 1957;107989;1624;21863;14411;34821;5331;;6307;18686;4946;;789
BE-O;2;Summe;1947 und früher;143798;2358;31521;29916;51140;4078;;6271;15082;3432;;407
BE-O;2;m;Summe;375604;3692;62437;56001;95193;35112;;26413;70834;25921;;1647
BE-O;2;m;1993 - 1999;18554;390;2341;2802;4267;1853;;1625;2250;3026;;35
BE-O;2;m;1983 - 1992;66255;626;9620;9506;15170;8507;;5497;9223;8105;;453
BE-O;2;m;1973 - 1982;69826;491;11460;9806;14244;9661;;5702;12066;6397;;283
BE-O;2;m;1958 - 1972;109713;761;18337;13479;24158;11586;;8049;27661;5682;;420
BE-O;2;m;1948 - 1957;50135;627;8897;6872;15881;2120;;2944;11046;1749;;393
BE-O;2;m;1947 und früher;61121;798;11783;13537;21472;1384;;2596;8588;963;;63
BE-O;2;w;Summe;417026;5305;88851;62240;109207;46698;;23504;45188;36034;;2339
BE-O;2;w;1993 - 1999;20972;329;3319;3207;4548;3498;;1104;1129;3837;;94
BE-O;2;w;1983 - 1992;76024;709;14519;10714;15577;13024;;4411;6513;10557;;528
BE-O;2;w;1973 - 1982;68231;570;13901;9583;13641;11826;;4479;7515;6717;;251
BE-O;2;w;1958 - 1972;111269;1140;24408;14818;26833;12445;;6472;15897;9257;;726
BE-O;2;w;1948 - 1957;57854;997;12966;7539;18940;3211;;3364;7640;3197;;397
BE-O;2;w;1947 und früher;82677;1560;19738;16379;29668;2694;;3675;6494;2469;;344
BE-W;1;Summe;Summe;1099504;16786;310509;275001;123767;150870;;74171;103424;44976;341;362
BE-W;1;Summe;1993 - 1999;72113;998;13950;17122;12495;13534;;4552;3653;5809;0;0
BE-W;1;Summe;1983 - 1992;169267;2128;31367;38630;32457;32920;;8413;10593;12760;20;55
BE-W;1;Summe;1973 - 1982;151349;1739;34907;35643;19900;28539;;8582;12158;9881;0;27
BE-W;1;Summe;1958 - 1972;308001;4666;76970;73047;32439;49722;;20272;39489;11395;146;178
BE-W;1;Summe;1948 - 1957;162211;2974;46375;44966;17019;17374;;11946;18271;3287;174;23
BE-W;1;Summe;1947 und früher;236563;4281;106940;65593;9458;8780;;20407;19261;1844;0;80
BE-W;1;m;Summe;526660;8470;137319;131749;61950;63686;;35129;63966;24392;213;177
BE-W;1;m;1993 - 1999;35641;678;6471;9008;5919;5631;;2731;2157;3046;0;0
BE-W;1;m;1983 - 1992;82731;1121;15059;18801;15565;13883;;4657;6480;7165;20;55
BE-W;1;m;1973 - 1982;75139;1080;16670;17705;10327;11869;;3949;7747;5791;0;27
BE-W;1;m;1958 - 1972;156291;2292;37548;37090;16777;22022;;9659;25188;5715;19;73
BE-W;1;m;1948 - 1957;76269;1496;19643;21017;8546;6953;;5594;11198;1822;174;23
BE-W;1;m;1947 und früher;100590;1803;41928;28128;4816;3328;;8539;11195;852;0;0
BE-W;1;w;Summe;572844;8316;173190;143252;61817;87184;;39042;39458;20584;128;185
BE-W;1;w;1993 - 1999;36473;320;7479;8113;6577;7904;;1821;1496;2763;0;0
BE-W;1;w;1983 - 1992;86537;1007;16308;19829;16892;19038;;3755;4113;5595;0;0
BE-W;1;w;1973 - 1982;76210;658;18237;17939;9572;16670;;4633;4411;4090;0;0
BE-W;1;w;1958 - 1972;151710;2374;39423;35958;15662;27700;;10613;14301;5680;128;105
BE-W;1;w;1948 - 1957;85942;1479;26732;23949;8473;10420;;6352;7072;1464;0;0
BE-W;1;w;1947 und früher;135973;2477;65012;37465;4641;5452;;11868;8066;992;0;80
BE-W;2;Summe;Summe;1099504;14095;273033;216012;146770;153137;;117129;109148;70180;;2418
BE-W;2;Summe;1993 - 1999;72113;716;10841;12280;13637;13849;;7469;4267;9055;;351
BE-W;2;Summe;1983 - 1992;169267;1592;27819;26947;36434;31850;;13745;11389;19491;;476
BE-W;2;Summe;1973 - 1982;151349;1375;32891;25041;23562;28302;;13381;13364;13434;;429
BE-W;2;Summe;1958 - 1972;308001;3712;68563;56052;38875;49541;;31681;40511;19066;;733
BE-W;2;Summe;1948 - 1957;162211;2432;40280;37475;21316;18570;;17678;19121;5339;;323
BE-W;2;Summe;1947 und früher;236563;4268;92639;58216;12947;11026;;33176;20496;3795;;105
BE-W;2;m;Summe;526660;6368;115222;104266;74530;66577;;59901;67958;31837;;1420
BE-W;2;m;1993 - 1999;35641;482;4989;6875;6024;5864;;4687;2279;4440;;171
BE-W;2;m;1983 - 1992;82731;922;12385;13331;17850;13461;;7862;7003;9916;;298
BE-W;2;m;1973 - 1982;75139;762;14458;12721;13074;11977;;7467;8385;6295;;301
BE-W;2;m;1958 - 1972;156291;1792;32095;28792;20112;22424;;16814;26258;8004;;469
BE-W;2;m;1948 - 1957;76269;1017;16362;17576;10747;8064;;8457;11909;2137;;167
BE-W;2;m;1947 und früher;100590;1393;34933;24971;6723;4786;;14614;12124;1046;;14
BE-W;2;w;Summe;572844;7727;157811;111746;72240;86560;;57228;41190;38343;;997
BE-W;2;w;1993 - 1999;36473;233;5853;5405;7613;7984;;2781;1988;4615;;180
BE-W;2;w;1983 - 1992;86537;670;15434;13616;18584;18389;;5883;4386;9575;;178
BE-W;2;w;1973 - 1982;76210;613;18433;12320;10488;16325;;5914;4979;7139;;128
BE-W;2;w;1958 - 1972;151710;1921;36468;27260;18763;27117;;14867;14253;11062;;264
BE-W;2;w;1948 - 1957;85942;1415;23918;19899;10568;10506;;9221;7212;3202;;156
BE-W;2;w;1947 und früher;135973;2875;57706;33245;6224;6240;;18562;8372;2749;;90
BB;1;Summe;Summe;1512145;23743;432157;304896;256497;67253;;75734;289204;62661;745;28547
BB;1;Summe;1993 - 1999;66285;1053;16244;13074;9733;7512;;4765;8768;5135;46;922
BB;1;Summe;1983 - 1992;163463;2239;38281;30591;24621;8625;;8726;39032;11349;244;3717
BB;1;Summe;1973 - 1982;206030;2440;59393;33088;25682;11661;;11541;50884;11342;69;4794
BB;1;Summe;1958 - 1972;472832;5286;132482;84362;73459;24345;;26629;105425;20843;332;10189
BB;1;Summe;1948 - 1957;277431;4067;78285;57038;57735;8988;;12657;50211;8450;0;4992
BB;1;Summe;1947 und früher;326104;8658;107473;86743;65266;6123;;11415;34884;5542;54;3934
BB;1;m;Summe;736718;9992;187381;144072;122459;24323;;37108;180545;30838;511;12468
BB;1;m;1993 - 1999;33784;598;7364;6859;5015;2764;;3119;5003;3062;23;432
BB;1;m;1983 - 1992;80426;993;16978;13531;12157;3075;;4570;22973;6149;167;1707
BB;1;m;1973 - 1982;103538;1226;26758;15442;11839;4366;;5831;32192;5884;27;2122
BB;1;m;1958 - 1972;235825;2521;61319;40657;33833;8537;;12561;66952;9446;240;4427
BB;1;m;1948 - 1957;135437;1595;33187;27871;28190;3509;;5782;31458;3845;0;2123
BB;1;m;1947 und früher;147707;3060;41775;39712;31425;2071;;5246;21966;2451;54;1659
BB;1;w;Summe;775427;13751;244776;160824;134038;42930;;38626;108659;31823;234;16079
BB;1;w;1993 - 1999;32501;455;8880;6215;4718;4748;;1647;3765;2073;23;491
BB;1;w;1983 - 1992;83038;1247;21303;17060;12464;5549;;4157;16059;5200;77;2010
BB;1;w;1973 - 1982;102492;1214;32635;17646;13842;7295;;5710;18692;5458;42;2672
BB;1;w;1958 - 1972;237007;2765;71163;43705;39627;15808;;14069;38473;11397;92;5762
BB;1;w;1948 - 1957;141994;2472;45098;29167;29546;5479;;6875;18753;4604;0;2869
BB;1;w;1947 und früher;178397;5598;65698;47031;33841;4051;;6169;12917;3091;0;2275
BB;2;Summe;Summe;1512145;21314;397839;261822;255721;74971;;105485;301103;93890;12438;17762
BB;2;Summe;1993 - 1999;66285;795;13458;9709;9737;8306;;6417;9179;8684;1001;587
BB;2;Summe;1983 - 1992;163463;1907;34105;22733;22883;10143;;11057;38147;22488;3833;2447
BB;2;Summe;1973 - 1982;206030;1876;54392;26112;25288;13314;;16904;51058;17087;3122;2573
BB;2;Summe;1958 - 1972;472832;4416;122712;69972;72323;26062;;37598;110962;28787;3073;6244
BB;2;Summe;1948 - 1957;277431;3615;73232;50659;58401;9516;;17839;53613;10555;970;3381
BB;2;Summe;1947 und früher;326104;8706;99939;82636;67089;7630;;15671;38144;6289;439;2530
BB;2;m;Summe;736718;8490;166579;124105;122070;29947;;54491;188879;42156;8034;7717
BB;2;m;1993 - 1999;33784;433;6304;5208;4767;3152;;4095;5486;4340;560;228
BB;2;m;1983 - 1992;80426;783;14429;10225;11354;3897;;6337;22484;10915;2463;990
BB;2;m;1973 - 1982;103538;901;23567;12043;11566;5294;;9268;32335;8566;2048;1213
BB;2;m;1958 - 1972;235825;1948;54323;33822;33181;10743;;19054;70874;11880;2057;2629
BB;2;m;1948 - 1957;135437;1434;29839;24711;28595;4090;;8928;33709;4132;646;1336
BB;2;m;1947 und früher;147707;2991;38118;38096;32607;2772;;6809;23991;2323;260;1320
BB;2;w;Summe;775427;12824;231260;137717;133651;45024;;50994;112224;51734;4405;10045
BB;2;w;1993 - 1999;32501;362;7154;4501;4970;5154;;2322;3693;4344;441;359
BB;2;w;1983 - 1992;83038;1123;19676;12509;11529;6246;;4720;15663;11572;1370;1457
BB;2;w;1973 - 1982;102492;975;30825;14069;13722;8020;;7636;18723;8522;1074;1359
BB;2;w;1958 - 1972;237007;2468;68389;36150;39142;15319;;18543;40088;16907;1016;3614
BB;2;w;1948 - 1957;141994;2181;43394;25948;29806;5426;;8911;19904;6423;324;2045
BB;2;w;1947 und früher;178397;5715;61821;44540;34481;4859;;8862;14153;3966;179;1210
MV;1;Summe;Summe;938587;11742;316662;161437;171130;33746;;43899;168456;31515;7977;13794
MV;1;Summe;1993 - 1999;44380;452;12568;8178;6584;4737;;3664;5489;2706;430;709
MV;1;Summe;1983 - 1992;106408;1044;29830;18401;16965;6278;;5320;21279;7291;1865;2596
MV;1;Summe;1973 - 1982;115542;1161;38940;16179;15716;5709;;5868;26420;5549;1766;1872
MV;1;Summe;1958 - 1972;274585;2724;90836;41171;46163;10023;;14884;58803;9981;2189;5576
MV;1;Summe;1948 - 1957;185202;2084;62817;31931;39327;4444;;8032;32759;3807;1091;1977
MV;1;Summe;1947 und früher;212470;4276;81672;45576;46375;2554;;6131;23706;2180;636;1065
MV;1;m;Summe;452737;4834;133779;74783;83759;12571;;20560;106907;15543;5110;5843
MV;1;m;1993 - 1999;21700;265;5794;3883;2956;1675;;2386;3242;1499;293;355
MV;1;m;1983 - 1992;53231;552;13854;8347;8767;2366;;2661;13272;3412;1081;1061
MV;1;m;1973 - 1982;58461;562;17409;7590;7926;2194;;2689;17192;2901;1205;692
MV;1;m;1958 - 1972;136156;1176;40510;18970;21518;3902;;7058;37993;5029;1424;2620
MV;1;m;1948 - 1957;88869;875;25911;14701;19557;1666;;3313;21055;1791;796;700
MV;1;m;1947 und früher;94318;1404;30300;21292;23035;768;;2454;14152;912;311;416
MV;1;w;Summe;485850;6908;182883;86654;87371;21175;;23339;61549;15972;2867;7951
MV;1;w;1993 - 1999;22680;187;6775;4295;3629;3062;;1278;2247;1207;137;354
MV;1;w;1983 - 1992;53177;492;15975;10054;8198;3911;;2660;8006;3880;784;1534
MV;1;w;1973 - 1982;57081;599;21531;8589;7790;3516;;3179;9229;2648;561;1180
MV;1;w;1958 - 1972;138429;1548;50326;22201;24645;6121;;7826;20809;4952;765;2956
MV;1;w;1948 - 1957;96332;1209;36906;17230;19770;2778;;4720;11704;2016;295;1277
MV;1;w;1947 und früher;118152;2872;51371;24284;23340;1786;;3677;9554;1268;325;648
MV;2;Summe;Summe;938587;11077;307263;139689;165368;39514;;57895;172409;45372;10408;7543
MV;2;Summe;1993 - 1999;44380;316;10993;6178;5593;5344;;4960;5057;5940;855;186
MV;2;Summe;1983 - 1992;106408;830;28044;14040;14876;7761;;7434;21444;11979;2542;1210
MV;2;Summe;1973 - 1982;115542;930;37331;12860;14199;6740;;8442;26568;8472;2516;943
MV;2;Summe;1958 - 1972;274585;2466;88089;34335;47048;11313;;18522;60642;12169;2423;3276
MV;2;Summe;1948 - 1957;185202;1985;62671;28808;38959;4849;;9613;33665;4651;1485;1314
MV;2;Summe;1947 und früher;212470;4550;80134;43468;44693;3507;;8924;25034;2160;586;614
MV;2;m;Summe;452737;4740;125894;66350;79920;16350;;29132;108146;22204;6810;3094
MV;2;m;1993 - 1999;21700;111;4766;3085;2331;2110;;3334;2876;3088;576;52
MV;2;m;1983 - 1992;53231;366;11954;6810;7714;3389;;4150;13116;5731;1537;568
MV;2;m;1973 - 1982;58461;476;16459;6056;6977;3023;;3975;16938;4558;1739;302
MV;2;m;1958 - 1972;136156;1258;38623;16076;21981;4417;;9250;38808;5742;1627;1405
MV;2;m;1948 - 1957;88869;859;25072;13471;19188;2202;;4514;21249;2316;1063;515
MV;2;m;1947 und früher;94318;1669;29021;20853;21729;1209;;3909;15160;769;267;252
MV;2;w;Summe;485850;6337;181369;73339;85448;23164;;28763;64263;23168;3598;4449
MV;2;w;1993 - 1999;22680;205;6227;3093;3262;3234;;1625;2181;2852;279;134
MV;2;w;1983 - 1992;53177;464;16090;7230;7161;4372;;3284;8327;6248;1006;642
MV;2;w;1973 - 1982;57081;453;20872;6805;7222;3717;;4467;9631;3914;777;641
MV;2;w;1958 - 1972;138429;1208;49466;18259;25066;6896;;9272;21833;6427;796;1871
MV;2;w;1948 - 1957;96332;1126;37600;15337;19771;2647;;5099;12416;2335;422;799
MV;2;w;1947 und früher;118152;2881;51114;22615;22964;2298;;5015;9874;1391;319;362
SN;1;Summe;Summe;2509684;39951;756206;289109;432722;112300;;165449;628048;85899;3217;13761
SN;1;Summe;1993 - 1999;120185;1545;26563;15703;23201;11757;;10482;23273;7662;42;810
SN;1;Summe;1983 - 1992;336676;4610;79626;39528;57521;21467;;26319;85222;22382;750;2556
SN;1;Summe;1973 - 1982;370771;4493;103743;35687;53384;23444;;28437;103199;18384;699;2787
SN;1;Summe;1958 - 1972;696397;8697;192087;67441;109917;33501;;50584;212036;22135;1080;4109
SN;1;Summe;1948 - 1957;433233;7178;136232;47639;82962;11232;;24995;112886;10109;436;2256
SN;1;Summe;1947 und früher;552421;13428;217955;83112;105737;10899;;24634;91431;5226;210;1242
SN;1;m;Summe;1228316;18350;320844;137539;209847;44205;;78770;374587;44173;1685;5551
SN;1;m;1993 - 1999;60323;867;12432;7860;11921;4053;;6047;13146;3998;21;348
SN;1;m;1983 - 1992;168720;2254;36678;17990;28097;8161;;13343;50068;12129;282;1097
SN;1;m;1973 - 1982;195130;2102;47824;17224;28101;9799;;14593;64904;10583;422;1092
SN;1;m;1958 - 1972;351075;4765;86434;33096;52197;13762;;23058;126766;10998;582;1665
SN;1;m;1948 - 1957;208950;2816;57328;22037;38589;4496;;11068;68178;4438;235;937
SN;1;m;1947 und früher;244117;5547;80148;39333;50943;3934;;10661;51525;2025;142;412
SN;1;w;Summe;1281368;21601;435362;151570;222875;68095;;86679;253461;41726;1533;8210
SN;1;w;1993 - 1999;59862;678;14131;7843;11280;7704;;4434;10128;3664;21;462
SN;1;w;1983 - 1992;167956;2357;42948;21538;29424;13306;;12976;35154;10253;468;1459
SN;1;w;1973 - 1982;175641;2391;55919;18463;25283;13645;;13843;38295;7801;277;1695
SN;1;w;1958 - 1972;345322;3932;105652;34345;57720;19739;;27526;85270;11137;498;2444
SN;1;w;1948 - 1957;224284;4362;78905;25602;44373;6736;;13926;44709;5671;201;1319
SN;1;w;1947 und früher;308304;7881;137807;43779;54793;6964;;13972;39906;3201;67;830
SN;2;Summe;Summe;2509684;30280;665751;261105;398627;113608;;203662;669940;166711;29322;27471
SN;2;Summe;1993 - 1999;120185;1098;20168;12306;19769;12101;;11900;23546;19298;2340;1680
SN;2;Summe;1983 - 1992;336676;3324;65541;30715;49085;20442;;31416;89497;46656;7926;4575
SN;2;Summe;1973 - 1982;370771;3197;87522;29449;48010;26840;;34431;110166;31157;6437;4637
SN;2;Summe;1958 - 1972;696397;5638;168734;59620;98632;33231;;61094;226475;42974;8343;8350
SN;2;Summe;1948 - 1957;433233;4926;123637;45635;78369;10985;;31706;121000;16975;2853;5033
SN;2;Summe;1947 und früher;552421;12097;200149;83380;104762;10010;;33116;99256;9651;1422;3196
SN;2;m;Summe;1228316;13542;270427;127983;190650;46658;;101057;402435;75565;17915;10978
SN;2;m;1993 - 1999;60323;570;9741;6103;10185;4231;;6848;13256;9390;1398;822
SN;2;m;1983 - 1992;168720;1719;28359;13855;23818;8097;;17058;53352;22462;4454;1952
SN;2;m;1973 - 1982;195130;1532;37670;15224;24813;12009;;18504;69641;15737;4133;2215
SN;2;m;1958 - 1972;351076;2823;72987;29382;46451;15002;;29524;136691;18216;5235;3135
SN;2;m;1948 - 1957;208950;1989;50628;22572;35628;4162;;14847;72575;6550;1772;1873
SN;2;m;1947 und früher;244117;4909;71042;40848;49755;3156;;14277;56920;3211;923;981
SN;2;w;Summe;1281368;16738;395324;133122;207977;66950;;102605;267505;91146;11406;16493
SN;2;w;1993 - 1999;59862;527;10427;6204;9584;7870;;5052;10289;9908;942;857
SN;2;w;1983 - 1992;167956;1605;37182;16860;25267;12345;;14358;36145;24194;3473;2623
SN;2;w;1973 - 1982;175641;1665;49852;14225;23197;14830;;15926;40525;15421;2304;2422
SN;2;w;1958 - 1972;345322;2815;95747;30237;52181;18229;;31571;89784;24758;3107;5215
SN;2;w;1948 - 1957;224284;2937;73009;23063;42741;6823;;16859;48425;10426;1081;3160
SN;2;w;1947 und früher;308304;7188;129106;42533;55007;6854;;18839;42337;6440;500;2215
ST;1;Summe;Summe;1263474;22949;401454;213058;238047;38938;;81211;210127;57690;15351;24817
ST;1;Summe;1993 - 1999;59532;1153;16114;10919;11072;5199;;5399;6560;3115;491;1411
ST;1;Summe;1983 - 1992;152685;2351;40532;25051;24777;8526;;10707;28376;12365;3321;4317
ST;1;Summe;1973 - 1982;157878;2392;46458;21784;24270;6635;;12719;32637;10982;3435;4586
ST;1;Summe;1958 - 1972;367888;5768;109183;54892;68832;10689;;25779;74639;18106;5014;8634
ST;1;Summe;1948 - 1957;240072;3786;79921;39085;51703;4241;;14192;38981;8162;2280;3555
ST;1;Summe;1947 und früher;285420;7498;109245;61326;57394;3648;;12414;28934;4960;811;2314
ST;1;m;Summe;611445;10583;170083;102026;114778;15009;;39356;130270;29339;10051;11973
ST;1;m;1993 - 1999;29103;507;7080;5241;5419;1630;;3256;4282;1688;312;821
ST;1;m;1983 - 1992;77024;1134;18538;12610;12361;3470;;6015;16759;6136;1832;2128
ST;1;m;1973 - 1982;81432;1342;22310;10718;11664;2986;;6243;20544;5626;2347;1906
ST;1;m;1958 - 1972;182871;3029;48718;25899;32726;3959;;12093;47089;9359;3533;4038
ST;1;m;1948 - 1957;114752;1696;32349;18876;25197;1610;;6640;23981;4404;1497;2156
ST;1;m;1947 und früher;126261;2876;41088;28683;27411;1354;;5109;17615;2125;531;924
ST;1;w;Summe;652029;12366;231371;111032;123269;23929;;41855;79857;28351;5300;12844
ST;1;w;1993 - 1999;30428;646;9034;5678;5653;3568;;2143;2278;1427;179;591
ST;1;w;1983 - 1992;75661;1218;21995;12440;12415;5056;;4692;11617;6228;1489;2188
ST;1;w;1973 - 1982;76445;1050;24148;11066;12606;3650;;6476;12093;5355;1088;2680
ST;1;w;1958 - 1972;185017;2739;60465;28993;36105;6730;;13686;27550;8748;1481;4596
ST;1;w;1948 - 1957;125320;2091;47572;20210;26506;2631;;7552;15000;3757;783;1399
ST;1;w;1947 und früher;159159;4622;68157;32644;29983;2294;;7305;11319;2835;280;1391
ST;2;Summe;Summe;1263474;18494;377411;188980;220858;46243;;96555;244401;70532;9413;13036
ST;2;Summe;1993 - 1999;59532;1093;12962;8353;10123;6353;;6689;6897;7062;523;613
ST;2;Summe;1983 - 1992;152685;1890;35172;20792;20944;9599;;12120;34096;18072;2464;2067
ST;2;Summe;1973 - 1982;157878;1710;43216;17934;20161;7521;;15762;38575;12998;1881;2468
ST;2;Summe;1958 - 1972;367888;4210;103358;47342;63680;13228;;30236;86341;19492;3035;4595
ST;2;Summe;1948 - 1957;240072;3248;76741;35551;49968;4901;;16392;45683;7587;1194;1837
ST;2;Summe;1947 und früher;285420;6342;105961;59008;55982;4642;;15355;32809;5321;316;1455
ST;2;m;Summe;611445;8307;153913;92045;105698;19018;;48569;152340;31554;6092;5155
ST;2;m;1993 - 1999;29103;489;5634;3887;4722;2162;;4220;4492;3497;330;211
ST;2;m;1983 - 1992;77024;883;15214;10540;10164;4428;;6884;20104;8807;1458;981
ST;2;m;1973 - 1982;81432;918;20099;8572;9772;3568;;8243;24361;5899;1206;982
ST;2;m;1958 - 1972;182871;1974;43646;23176;30170;5081;;15137;55277;8408;2239;1786
ST;2;m;1948 - 1957;114752;1496;30224;17754;24382;1954;;7635;28229;3080;692;800
ST;2;m;1947 und früher;126261;2545;39096;28117;26488;1825;;6451;19876;1863;167;395
ST;2;w;Summe;652029;10187;223498;96935;115160;27225;;47986;92061;38978;3320;7881
ST;2;w;1993 - 1999;30428;604;7328;4466;5401;4191;;2469;2404;3565;193;403
ST;2;w;1983 - 1992;75661;1007;19958;10252;10780;5171;;5236;13992;9265;1006;1086
ST;2;w;1973 - 1982;76445;792;23117;9362;10389;3953;;7520;14214;7098;674;1486
ST;2;w;1958 - 1972;185017;2236;59712;24165;33509;8147;;15099;31065;11084;796;2810
ST;2;w;1948 - 1957;125320;1752;46518;17797;25587;2947;;8758;17454;4507;502;1037
ST;2;w;1947 und früher;159159;3797;66865;30891;29494;2816;;8904;12933;3458;149;1060
TH;1;Summe;Summe;1312052;19385;408513;188802;227194;46919;;71579;291466;58194;3193;33707
TH;1;Summe;1993 - 1999;59866;839;13794;10199;11099;5056;;4329;10698;3852;165;1770
TH;1;Summe;1983 - 1992;156678;1942;39577;22359;24293;8021;;9071;40709;10706;834;5305
TH;1;Summe;1973 - 1982;178384;2122;52314;20099;23363;8241;;11355;50308;10582;679;6024
TH;1;Summe;1958 - 1972;376659;3530;111043;45224;59502;14903;;22534;101263;18660;1153;11416
TH;1;Summe;1948 - 1957;252641;3324;80613;37371;51437;6202;;12568;52471;8654;148;5536
TH;1;Summe;1947 und früher;287824;7628;111172;53550;57499;4497;;11721;36017;5740;214;3655
TH;1;m;Summe;639781;8025;173428;88593;111928;18487;;35065;178191;26063;1955;14577
TH;1;m;1993 - 1999;30951;351;6280;5732;5846;1824;;2624;6481;1813;112;697
TH;1;m;1983 - 1992;80380;1130;18358;10643;12683;3064;;4899;24314;5289;454;2494
TH;1;m;1973 - 1982;91912;862;24574;8840;11407;3178;;5897;31788;5367;477;3068
TH;1;m;1958 - 1972;189542;1547;49066;21634;28516;6024;;11059;63718;7981;691;4932
TH;1;m;1948 - 1957;123356;1424;34665;17708;25770;2442;;5757;32148;3443;104;2067
TH;1;m;1947 und früher;123639;2711;40485;24038;27704;1955;;4831;19744;2171;117;1318
TH;1;w;Summe;672271;11360;235085;100209;115266;28432;;36514;113275;32131;1238;19130
TH;1;w;1993 - 1999;28915;488;7513;4467;5253;3232;;1705;4217;2039;53;1073
TH;1;w;1983 - 1992;76298;812;21219;11716;11609;4957;;4173;16395;5417;379;2811
TH;1;w;1973 - 1982;86471;1260;27740;11259;11956;5063;;5458;18520;5215;203;2956
TH;1;w;1958 - 1972;187117;1983;61978;23591;30986;8879;;11476;37545;10679;461;6484
TH;1;w;1948 - 1957;129284;1900;45948;19663;25667;3760;;6812;20324;5211;44;3469
TH;1;w;1947 und früher;164185;4917;70687;29512;29796;2542;;6890;16273;3568;97;2337
TH;2;Summe;Summe;1312052;17604;372258;171032;218212;53340;;101129;294069;84408;16622;21365
TH;2;Summe;1993 - 1999;59866;607;11561;7692;8563;5981;;5979;9963;9520;1400;924
TH;2;Summe;1983 - 1992;156678;1560;35056;18831;20970;8427;;12342;38951;20541;4736;2889
TH;2;Summe;1973 - 1982;178384;1505;45725;17523;20944;9167;;16425;50970;16125;4133;3281
TH;2;Summe;1958 - 1972;376659;3336;100686;40847;58462;16222;;31989;101923;23195;4294;8135
TH;2;Summe;1948 - 1957;252641;3365;74147;35202;51093;7512;;18282;53694;9346;1390;3734
TH;2;Summe;1947 und früher;287824;7231;105084;50937;58181;6031;;16112;38568;5681;669;2401
TH;2;m;Summe;639781;6623;153449;81394;106513;21142;;49741;180553;40367;9865;8607
TH;2;m;1993 - 1999;30951;269;4952;4253;4655;2031;;3668;6217;4906;768;319
TH;2;m;1983 - 1992;80380;889;15828;8861;10457;3521;;6255;23789;10781;2464;1276
